,scenario_id,title,description,category,listing_price,buyer_target,seller_target,outcome,accepted_price,transcript,prices,actions,transcript_display,bias,aggressiveness,fairness,dialogue_length,bias_cond_dialogue_length,rel_efficiency,probing_ratio,concession_rate
0,09aea678-c5cd-4967-8a2f-b650f3520c55,Verizon Car Charger with Dual Output Micro USB and LED Light,Charge two devices simultaneously on the go. This vehicle charger with an additional USB port delivers enough power to charge two devices at once. The push-button activated LED connector light means no more fumbling in the dark trying to connect your device. Auto Detect IC Technology automatically detects the device type and its specific charging needs for improved compatibility. And the built-in indicator light illuminates red to let you know the charger is receiving power and the power socket is working properly.,phone,10.0,7.0,10.0,Accepted,8.0,"	Buyer: Hi, not sure if the charger would work for my car. Can you sell it to me for $5?
	Seller: I can sell it to you for $9, but I can let you have it for $8 if you're willing to make a decision today.
	Buyer: I think the lowest I would want to go is $7, but I'm willing to meet you at $8.
	Seller: I can do $8.50, is that something you'd be interested in?
	Buyer: I think $8 is a fair deal, considering the features and price difference.
	Seller: Eh, fine. $8.
","[5.0, 9.0, 7.0, 8.5, 8.0, 8.0]","['init-price', 'offer', 'counter-price', 'offer', 'offer', 'accept']","
      =================================================================================================
      Negotiation for: <Verizon Car Charger with Dual Output Micro USB and LED Light>
      =================================================================================================
      	Buyer: Hi, not sure if the charger would work for my car. Can you sell it to me for $5?
	Seller: I can sell it to you for $9, but I can let you have it for $8 if you're willing to make a decision today.
	Buyer: I think the lowest I would want to go is $7, but I'm willing to meet you at $8.
	Seller: I can do $8.50, is that something you'd be interested in?
	Buyer: I think $8 is a fair deal, considering the features and price difference.
	Seller: Eh, fine. $8.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 8.0
      =================================================================================================
      ",0.33333333333333326,0.2,0.6666666666666667,6,0.055555555555555546,0.11111111111111112,0.0,0.5
1,e5cd53dc-424c-4197-8eb8-ed8861b19e0d,Long board custom bilt from the board up,Hey there cl I have a long board for sale pretty much brand knew rode all together 4 or 5 times . The brand on the deck is a gravity skateboard. The brand of trucks are sidewinder 2sGuwuing.mini monster hawgs 70mm 78a Wheels with Swiss bones bearings brand new. Please no low ballers thank you and have a great day .,bike,200.0,120.0,200.0,Accepted,168.0,"	Buyer: I'm really interested in the long board custom build. How much were you thinking of selling it for?
	Seller: I actually have it listed for $200.
	Buyer: That's a bit above my budget. Would you be willing to consider $150 for the long board custom build?
	Seller: I can see you're interested, but I'm not willing to go that low. I could do $175, but that's as low as I can go.
	Buyer: I can do $165, which is close to my target price. Is that something you'd be willing to consider?
	Seller: I think we're getting closer to a deal. I could do $168, and that's the best I can do.
	Buyer: I think we're getting close, how about we meet in the middle at $167?
	Seller: I think we're getting close, how about we meet in the middle at $168?
	Buyer: I think we're getting close, how about we meet in the middle at $167?
	Seller: I think we're getting close, but I can do $168.
	Buyer: I think we've got a deal. I'll take it for $168.
","[-1.0, -1.0, 150.0, 175.0, 165.0, 168.0, 167.0, 168.0, 167.0, 168.0, 168.0]","['init-price', 'inform', 'init-price', 'counter-price', 'offer', 'counter-price', 'offer', 'offer', 'offer', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Long board custom bilt from the board up>
      =================================================================================================
      	Buyer: I'm really interested in the long board custom build. How much were you thinking of selling it for?
	Seller: I actually have it listed for $200.
	Buyer: That's a bit above my budget. Would you be willing to consider $150 for the long board custom build?
	Seller: I can see you're interested, but I'm not willing to go that low. I could do $175, but that's as low as I can go.
	Buyer: I can do $165, which is close to my target price. Is that something you'd be willing to consider?
	Seller: I think we're getting closer to a deal. I could do $168, and that's the best I can do.
	Buyer: I think we're getting close, how about we meet in the middle at $167?
	Seller: I think we're getting close, how about we meet in the middle at $168?
	Buyer: I think we're getting close, how about we meet in the middle at $167?
	Seller: I think we're getting close, but I can do $168.
	Buyer: I think we've got a deal. I'll take it for $168.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 168.0
      =================================================================================================
      ",-0.19999999999999996,0.16,0.8,11,-0.018181818181818177,0.07272727272727274,0.0,2.0
2,02cfdc52-9530-4ac7-97fa-e4055cd0b6d0,Sectional Couch,I am remodeling my space and selling a beautiful custom modern terra cotta color sectional couch. It is in like-new condition and can be taken apart in two pieces while transporting. Absolutely no wear or tear in a non-smoking home. I am located in the Sunset district of SF. Please email if you are interested in seeing it. Thank you!,furniture,585.0,444.0,585.0,Accepted,510.0,"	Buyer: Hi, I'm interested in the sectional couch you're selling. Can you tell me a bit more about it?
	Seller: It's a beautiful custom modern terra cotta color sectional couch, in like-new condition, and can be taken apart in two pieces for easy transportation. I've had it in my home for a few years now, and it's been very comfortable. Would you like to take a look at some pictures to get a better idea of it?
	Buyer: That sounds amazing, I'd love to take a look at some pictures to get a better idea of it. Can you send me some high-quality images of the couch from different angles?
	Seller: I'd be happy to send you some high-quality images of the couch from different angles. I have some great shots of it from my home, and I'll also send you some additional pictures of it from a professional photographer who did a great job of capturing its details.
	Buyer: That sounds great, thank you for the offer. The pictures will definitely help me visualize the couch better. Can you tell me a little bit more about the price of the couch? I'd like to get a better understanding of what I'm looking at.
	Seller: To give you a better understanding of the price, I've initially listed the sectional couch for $585. It's been a bit of a challenge finding the right buyer, but I'm open to reasonable negotiations.
	Buyer: Hi, I'm interested in the sectional couch you're selling. Based on what you've told me about its condition and features, I was thinking more along the lines of $500 for it.
	Seller: Hi, I'm interested in the sectional couch you're selling. Based on what you've told me about its condition and features, I was thinking more along the lines of $505 for it.
	Buyer: I think my offer of $475 is fair considering its condition and the fact that I'd be taking it apart for transport.
	Seller: I appreciate your offer, but considering the couch is in like-new condition and can be easily disassembled, I think $525 is a more reasonable price.
	Buyer: I understand that you're looking for $525, but I was thinking more along the lines of $475, considering its condition and the fact that I'd be taking it apart for transport.
	Seller: I think we're getting close to a mutually beneficial agreement. How about we meet in the middle at $510?:
	Buyer: That sounds great, I'd be willing to accept $510 for the sectional couch.
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 500.0, 505.0, 475.0, 525.0, 525.0, 510.0, 510.0]","['intro', 'inform', 'inquire', 'inform', 'inquire', 'inform', 'init-price', 'init-price', 'offer', 'counter-price', 'counter-price', 'offer', 'accept']","
      =================================================================================================
      Negotiation for: <Sectional Couch>
      =================================================================================================
      	Buyer: Hi, I'm interested in the sectional couch you're selling. Can you tell me a bit more about it?
	Seller: It's a beautiful custom modern terra cotta color sectional couch, in like-new condition, and can be taken apart in two pieces for easy transportation. I've had it in my home for a few years now, and it's been very comfortable. Would you like to take a look at some pictures to get a better idea of it?
	Buyer: That sounds amazing, I'd love to take a look at some pictures to get a better idea of it. Can you send me some high-quality images of the couch from different angles?
	Seller: I'd be happy to send you some high-quality images of the couch from different angles. I have some great shots of it from my home, and I'll also send you some additional pictures of it from a professional photographer who did a great job of capturing its details.
	Buyer: That sounds great, thank you for the offer. The pictures will definitely help me visualize the couch better. Can you tell me a little bit more about the price of the couch? I'd like to get a better understanding of what I'm looking at.
	Seller: To give you a better understanding of the price, I've initially listed the sectional couch for $585. It's been a bit of a challenge finding the right buyer, but I'm open to reasonable negotiations.
	Buyer: Hi, I'm interested in the sectional couch you're selling. Based on what you've told me about its condition and features, I was thinking more along the lines of $500 for it.
	Seller: Hi, I'm interested in the sectional couch you're selling. Based on what you've told me about its condition and features, I was thinking more along the lines of $505 for it.
	Buyer: I think my offer of $475 is fair considering its condition and the fact that I'd be taking it apart for transport.
	Seller: I appreciate your offer, but considering the couch is in like-new condition and can be easily disassembled, I think $525 is a more reasonable price.
	Buyer: I understand that you're looking for $525, but I was thinking more along the lines of $475, considering its condition and the fact that I'd be taking it apart for transport.
	Seller: I think we're getting close to a mutually beneficial agreement. How about we meet in the middle at $510?:
	Buyer: That sounds great, I'd be willing to accept $510 for the sectional couch.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 510.0
      =================================================================================================
      ",0.06382978723404253,0.1282051282051282,0.9361702127659575,13,0.004909983633387887,0.07201309328968904,0.15384615384615385,1.4285714285714286
3,8ba14ae4-1de2-4551-9959-d95d54141be5,2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title,"Selling my 2006 Toyota 4 Runner with only 106k original miles. The truck is in great condition with no mechanical flaws whatsoever and a clean accident history. Got new tires about 3,000 miles ago. Always has the oil changed on time (due in about 1k). Just got a thorough cleaning inside and a wash and wax outside (still wet in the photos). This truck has never been offroad, but the 4WD is working perfectly from the few times we've been up to Tahoe in it. However, it's a 10+ year old truck that's been driven, not babied and garaged all the time. It's got some scratches, paint is not perfect, but zero body damage.",car,14500.0,8700.0,14500.0,Accepted,11250.0,"	Buyer: I really like the 2006 Toyota 4Runner, can you sell it to me for $8700?
	Seller: I can see why you'd like it, but I was thinking more along the lines of $14,500, closer to its market value considering its condition and low mileage.
	Buyer: That's quite a bit higher than the price I was thinking of, but I'm willing to go up to $12,000.
	Seller: I can see you're willing to compromise, but I'm still a bit short of my target price. How about we meet in the middle at $11,500?
	Buyer: I'm willing to meet you in the middle, but I can only stretch to $11,250.
	Seller: I can see we're close, but I'm still a bit above my target. Would you be willing to meet me at $11,000?
	Buyer: I'm willing to meet you at $11,250.
	Seller: Alright, I think we've found a good compromise. I accept your offer of $11,250.
","[8700.0, 14500.0, 12000.0, 11500.0, 11250.0, 11000.0, 11250.0, 11250.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'accept']","
      =================================================================================================
      Negotiation for: <2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title>
      =================================================================================================
      	Buyer: I really like the 2006 Toyota 4Runner, can you sell it to me for $8700?
	Seller: I can see why you'd like it, but I was thinking more along the lines of $14,500, closer to its market value considering its condition and low mileage.
	Buyer: That's quite a bit higher than the price I was thinking of, but I'm willing to go up to $12,000.
	Seller: I can see you're willing to compromise, but I'm still a bit short of my target price. How about we meet in the middle at $11,500?
	Buyer: I'm willing to meet you in the middle, but I can only stretch to $11,250.
	Seller: I can see we're close, but I'm still a bit above my target. Would you be willing to meet me at $11,000?
	Buyer: I'm willing to meet you at $11,250.
	Seller: Alright, I think we've found a good compromise. I accept your offer of $11,250.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 11250.0
      =================================================================================================
      ",0.1206896551724137,0.22413793103448276,0.8793103448275862,8,0.015086206896551713,0.10991379310344827,0.0,318.75
4,cbd117d3-ebb8-4b5d-9817-905e351a2368,Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo,Just bought on craigslist a few months ago. was exactly what I was looking for but ended up being a tight fit for the space. Classic design. comes with all white slip cover and dove grey slip cover.,furniture,125.0,95.0,125.0,Accepted,125.0,"	Buyer: I really like the wooden futon, it looks exactly what I need for my guest room. The classic design and matching slip covers are a great bonus. Can you tell me more about its condition since you only used it a few months ago?
	Seller: Yes, the futon is in excellent condition, considering it's only been used a few months ago. The wood is still smooth, and there are no major scratches or dents. The slip covers are also in great shape, with no stains or tears. I've taken good care of it, and it's been stored in a dry place since I bought it.
	Buyer: That sounds great, I can tell it's been well taken care of. The condition of the futon and slip covers are definitely a major factor in my decision. Can I see some pictures of it to confirm the condition?
	Seller: I'd be happy to send you some pictures of the futon and slip covers. I have a few photos on my phone that I can show you. Let me just share them with you.
	Buyer: That sounds good, I'd love to see the photos. But before I do, can you tell me, considering the excellent condition, are you open to selling it for the original price of $125?
","[-1.0, -1.0, -1.0, -1.0, 125.0]","['inform', 'inform', 'inform', 'inform', 'accept']","
      =================================================================================================
      Negotiation for: <Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo>
      =================================================================================================
      	Buyer: I really like the wooden futon, it looks exactly what I need for my guest room. The classic design and matching slip covers are a great bonus. Can you tell me more about its condition since you only used it a few months ago?
	Seller: Yes, the futon is in excellent condition, considering it's only been used a few months ago. The wood is still smooth, and there are no major scratches or dents. The slip covers are also in great shape, with no stains or tears. I've taken good care of it, and it's been stored in a dry place since I bought it.
	Buyer: That sounds great, I can tell it's been well taken care of. The condition of the futon and slip covers are definitely a major factor in my decision. Can I see some pictures of it to confirm the condition?
	Seller: I'd be happy to send you some pictures of the futon and slip covers. I have a few photos on my phone that I can show you. Let me just share them with you.
	Buyer: That sounds good, I'd love to see the photos. But before I do, can you tell me, considering the excellent condition, are you open to selling it for the original price of $125?
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 125.0
      =================================================================================================
      ",-1.0,0.0,0.0,5,-0.2,0.0,0.0,0.0
5,15a0be73-0d95-4adb-9231-b3e0e0a687b3,Brand NEW SanDisk ULTRA MicroSDXC 200GB,"I have a brand new unopened microSD card. Great for Android users, Nintendo Switch, 3DS and GoPro cameras, and beyond.",electronics,75.0,69.0,75.0,Accepted,67.0,"	Buyer: Hi, I'm very interested in the Brand NEW SanDisk ULTRA MicroSDXC 200GB you have listed. Can you tell me more about it?
	Seller: It's a high-capacity microSD card, perfect for expanding storage on your smartphone, tablet, or other devices. The SanDisk ULTRA logo guarantees its speed and durability.
	Buyer: That sounds great, the high-capacity and speed are exactly what I'm looking for. Can you tell me more about the price, I noticed it's listed at $75.
	Seller: The price is fair considering the quality and capacity, I can do $70 for this condition.
	Buyer: I appreciate the offer, but I was thinking more along the lines of $65.
	Seller: I can meet you halfway at $67.5, but I'm flexible and willing to work with you.
	Buyer: I really like the item, but I think $65 is a fair price considering the condition and the brand. I can do $66.50 for it.
	Seller: Eh, fine. $67.
","[-1.0, -1.0, -1.0, 70.0, 65.0, 67.5, 65.0, 67.0]","['intro', 'inform', 'inform', 'offer', 'offer', 'offer', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Brand NEW SanDisk ULTRA MicroSDXC 200GB>
      =================================================================================================
      	Buyer: Hi, I'm very interested in the Brand NEW SanDisk ULTRA MicroSDXC 200GB you have listed. Can you tell me more about it?
	Seller: It's a high-capacity microSD card, perfect for expanding storage on your smartphone, tablet, or other devices. The SanDisk ULTRA logo guarantees its speed and durability.
	Buyer: That sounds great, the high-capacity and speed are exactly what I'm looking for. Can you tell me more about the price, I noticed it's listed at $75.
	Seller: The price is fair considering the quality and capacity, I can do $70 for this condition.
	Buyer: I appreciate the offer, but I was thinking more along the lines of $65.
	Seller: I can meet you halfway at $67.5, but I'm flexible and willing to work with you.
	Buyer: I really like the item, but I think $65 is a fair price considering the condition and the brand. I can do $66.50 for it.
	Seller: Eh, fine. $67.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 67.0
      =================================================================================================
      ",1.6666666666666665,0.10666666666666667,-0.6666666666666667,8,0.20833333333333331,-0.08333333333333334,0.0,-0.6
6,69a2d2b0-e339-45bc-8e00-9ff69db0d124,Bose Soundlink 3 brand new,"Brand new never use, i got it has a gift but i am using sonos system.",electronics,220.0,132.0,220.0,Accepted,220.0,"	Buyer: Hi, I'm interested in purchasing the Bose Soundlink 3, can you tell me more about it?
	Seller: Ah, great! The Bose Soundlink 3 is a brand new, never used pair of wireless speakers, perfect for outdoor use. It comes with a built-in microphone for hands-free calls, up to 10 hours of battery life, and a compact design that's easy to take on the go.
	Buyer: That sounds great, I'm looking for speakers that are wireless and have good battery life, as I plan to use them for outdoor events. Can you tell me more about the sound quality and range of the speakers?
	Seller: The Bose Soundlink 3 provides excellent sound quality with clear and crisp audio, and it's water-resistant, so you can take it to the beach or pool without worrying about damaging it. As for the range, they have a decent range of up to 30 feet, allowing you to easily move them around your outdoor space.
	Buyer: That sounds great, what's the current asking price for the Bose Soundlink 3?
	Seller: The current asking price for the Bose Soundlink 3 is $220.
	Buyer: Eh, fine. I'll take it for $220.
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 220.0]","['intro', 'inform', 'inform', 'inform', 'inquire', 'inform', 'accept']","
      =================================================================================================
      Negotiation for: <Bose Soundlink 3 brand new>
      =================================================================================================
      	Buyer: Hi, I'm interested in purchasing the Bose Soundlink 3, can you tell me more about it?
	Seller: Ah, great! The Bose Soundlink 3 is a brand new, never used pair of wireless speakers, perfect for outdoor use. It comes with a built-in microphone for hands-free calls, up to 10 hours of battery life, and a compact design that's easy to take on the go.
	Buyer: That sounds great, I'm looking for speakers that are wireless and have good battery life, as I plan to use them for outdoor events. Can you tell me more about the sound quality and range of the speakers?
	Seller: The Bose Soundlink 3 provides excellent sound quality with clear and crisp audio, and it's water-resistant, so you can take it to the beach or pool without worrying about damaging it. As for the range, they have a decent range of up to 30 feet, allowing you to easily move them around your outdoor space.
	Buyer: That sounds great, what's the current asking price for the Bose Soundlink 3?
	Seller: The current asking price for the Bose Soundlink 3 is $220.
	Buyer: Eh, fine. I'll take it for $220.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 220.0
      =================================================================================================
      ",-1.0,0.0,0.0,7,-0.14285714285714285,0.0,0.14285714285714285,0.0
7,ff3d27d6-5a0d-4908-9df4-ecf8b2b279aa,Apple iPhone 5S 16gb Space Gray,"Apple iPhone 5S 16gb Space Gray,Like New Condition (no scratches anywhere),Will be reset to factory specs before sale",phone,160.0,121.0,160.0,Accepted,130.0,"	Buyer: Hi, I'm really interested in the Apple iPhone 5S 16gb Space Gray. Can you tell me more about it?
	Seller: It's a like new condition iPhone 5S, space gray, with 16gb of storage, will be reset to factory specs before sale.
	Buyer: That sounds great, thank you for the details. I think I'll have to consider the price, is it available for $110?
	Seller: That's a good starting point, considering the item is in like new condition and will be reset to factory specs before sale, I was thinking more along the lines of $140.
	Buyer: That's a bit higher than my budget, but I really like the phone. Would you consider going to $128?
	Seller: I can do $135, it's still a great deal considering it's a like new condition phone and will be reset to factory specs, and I need to make a sale today.
	Buyer: I can do $130, I think that's a fair price considering the condition and it's a great phone.
	Seller: I can do $132, it's a fair price considering the condition and I'm willing to make a sale today.
	Buyer: I can do $130.
	Seller: Sounds good, I can do $130. Let's finalize the sale.
","[-1.0, -1.0, -1.0, 140.0, 128.0, 135.0, 130.0, 132.0, 130.0, 130.0]","['intro', 'inform', 'inform', 'init-price', 'counter-price', 'offer', 'counter-price', 'counter-price', 'offer', 'accept']","
      =================================================================================================
      Negotiation for: <Apple iPhone 5S 16gb Space Gray>
      =================================================================================================
      	Buyer: Hi, I'm really interested in the Apple iPhone 5S 16gb Space Gray. Can you tell me more about it?
	Seller: It's a like new condition iPhone 5S, space gray, with 16gb of storage, will be reset to factory specs before sale.
	Buyer: That sounds great, thank you for the details. I think I'll have to consider the price, is it available for $110?
	Seller: That's a good starting point, considering the item is in like new condition and will be reset to factory specs before sale, I was thinking more along the lines of $140.
	Buyer: That's a bit higher than my budget, but I really like the phone. Would you consider going to $128?
	Seller: I can do $135, it's still a great deal considering it's a like new condition phone and will be reset to factory specs, and I need to make a sale today.
	Buyer: I can do $130, I think that's a fair price considering the condition and it's a great phone.
	Seller: I can do $132, it's a fair price considering the condition and I'm willing to make a sale today.
	Buyer: I can do $130.
	Seller: Sounds good, I can do $130. Let's finalize the sale.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 130.0
      =================================================================================================
      ",0.5384615384615385,0.1875,0.46153846153846156,10,0.053846153846153856,0.046153846153846156,0.0,-1.4285714285714286
8,8d7a36d0-3926-4ef7-be9d-b1dbee2b2d15,Steel Frame Colnago,Rare and classic 62cm Steel Frame Colnago!! It's made and designed for the tall/ large man. Campanella components. Saddle is on my Cannondale. It was turned up about 25 miles of riding ago.,bike,600.0,456.0,600.0,Accepted,560.0,"	Buyer: Hi, I'm interested in purchasing the Steel Frame Colnago. Can you tell me more about it?
	Seller: The Steel Frame Colnago is a rare and classic bike, designed specifically for tall/large riders. It features Campanella components and was previously owned by me, with only 25 miles of riding on it.
	Buyer: That sounds like a great find, I'll need to see the bike to get a better feel for it, what's the current price looking like?
	Seller: The current price on the Steel Frame Colnago is $600, but I'm open to negotiating, considering it's a rare find like this.
	Buyer: That sounds like a great deal, I was thinking more along the lines of $520.
	Seller: I appreciate your interest in the bike, but I'm afraid $520 is a bit lower than I'm comfortable selling it for.
	Buyer: Would you be willing to consider $530, considering the bike's rarity and condition?
	Seller: I'd be willing to consider $580, as I think it's still a fair price considering the bike's condition and rarity.
	Buyer: I think we can meet in the middle at $560, considering the bike's condition and rarity.
	Seller: I think we've got close, how about $570?
	Buyer: I think we can meet in the middle at $560, considering the bike's condition and rarity.
	Seller: That sounds like a great deal, I agree to buy the Steel Frame Colnago for $560.
","[-1.0, -1.0, -1.0, -1.0, 520.0, 520.0, 530.0, 580.0, 560.0, 570.0, 560.0, 560.0]","['intro', 'inform', 'inform', 'inform', 'init-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'offer', 'offer', 'accept']","
      =================================================================================================
      Negotiation for: <Steel Frame Colnago>
      =================================================================================================
      	Buyer: Hi, I'm interested in purchasing the Steel Frame Colnago. Can you tell me more about it?
	Seller: The Steel Frame Colnago is a rare and classic bike, designed specifically for tall/large riders. It features Campanella components and was previously owned by me, with only 25 miles of riding on it.
	Buyer: That sounds like a great find, I'll need to see the bike to get a better feel for it, what's the current price looking like?
	Seller: The current price on the Steel Frame Colnago is $600, but I'm open to negotiating, considering it's a rare find like this.
	Buyer: That sounds like a great deal, I was thinking more along the lines of $520.
	Seller: I appreciate your interest in the bike, but I'm afraid $520 is a bit lower than I'm comfortable selling it for.
	Buyer: Would you be willing to consider $530, considering the bike's rarity and condition?
	Seller: I'd be willing to consider $580, as I think it's still a fair price considering the bike's condition and rarity.
	Buyer: I think we can meet in the middle at $560, considering the bike's condition and rarity.
	Seller: I think we've got close, how about $570?
	Buyer: I think we can meet in the middle at $560, considering the bike's condition and rarity.
	Seller: That sounds like a great deal, I agree to buy the Steel Frame Colnago for $560.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 560.0
      =================================================================================================
      ",-0.4444444444444444,0.06666666666666667,0.5555555555555556,12,-0.037037037037037035,0.0462962962962963,0.0,5.0
9,28281abc-4e98-4748-bab4-1e095d8d68bf,Beautiful 1 Bedroom Home with Balcony Available Mid June!,"Essex Property Trust,EMME Apartment Homes,6350 Christie Ave, Emeryville, CA 94608,We will have a 1 bedroom 1 bath 643 sq ft apartment #130 available on June 10th! Your beautiful new kitchen will have Cesar stone countertops, dark cherry wood on the cabinets and stainless steel appliances!,All of emme apartments come with a full size front load washer & dryer! Emme offers amenities such as our 24 hour gym, courtyard, clubhouse and our beautiful roof top deck, a must see with a great view of San Francisco! Living at emme makes life a bit easier with having everything you need right around the corner, from grocery stores to retail! Not to mention, transportation!,Emeryville provides us a free shuttle that picks you up right in front of the community and takes you straight to bart!,Schedule your appointment today!!,Stop by our 2 bedroom home OPEN HOUSE this Saturday, May 20th from 10:00 AM - 12:00 PM!",housing,2834.0,1700.0,2834.0,Accepted,2834.0,"	Buyer: Can you tell me more about the property and why you're looking to sell it for $2834?
	Seller: Yes, this beautiful 1 bedroom home has a lot to offer. It's perfect for someone looking for a cozy and comfortable place to live, with a full size front load washer & dryer and modern amenities like a 24 hour gym and courtyard. The current asking price of $2834 reflects the property's square footage, location, and condition, but I'd be open to negotiating based on your interest.
	Buyer: Can you break down the asking price and what specific factors you're considering when determining the value of the property?
	Seller: The total square footage of the property is 643 sq ft. When it comes to determining the value, I consider factors such as the property's location, condition, amenities, and the current market demand in the area. The property is located in a desirable area with easy access to public transportation, shopping, and dining options. As for the condition, the property has been well-maintained and is in excellent shape. The amenities, such as the 24
	Buyer: I appreciate you listing out all the great features of the property. Just to confirm, you said the total square footage is 643 sq ft, and you're considering factors such as location, condition, amenities, and market demand when determining the value. Can I also confirm that the property's condition has been well-maintained and is in excellent shape?
	Seller: Yes, that's correct. I can confirm that the property's total square footage is indeed 643 sq ft. And, yes, the property has been well-maintained and is in excellent shape, which is why I'm confident in the value I've listed.
	Buyer: Just to make sure I understand, the total square footage of the property is 643 sq ft, the location is desirable with easy access to public transportation and amenities, the property is in excellent condition, and you're considering factors like market demand when setting the asking price of $2834.
	Seller: That makes sense, I think $2834 is a fair price considering all the great features and location of the property.
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 2834.0]","['inquire', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'agree']","
      =================================================================================================
      Negotiation for: <Beautiful 1 Bedroom Home with Balcony Available Mid June!>
      =================================================================================================
      	Buyer: Can you tell me more about the property and why you're looking to sell it for $2834?
	Seller: Yes, this beautiful 1 bedroom home has a lot to offer. It's perfect for someone looking for a cozy and comfortable place to live, with a full size front load washer & dryer and modern amenities like a 24 hour gym and courtyard. The current asking price of $2834 reflects the property's square footage, location, and condition, but I'd be open to negotiating based on your interest.
	Buyer: Can you break down the asking price and what specific factors you're considering when determining the value of the property?
	Seller: The total square footage of the property is 643 sq ft. When it comes to determining the value, I consider factors such as the property's location, condition, amenities, and the current market demand in the area. The property is located in a desirable area with easy access to public transportation, shopping, and dining options. As for the condition, the property has been well-maintained and is in excellent shape. The amenities, such as the 24
	Buyer: I appreciate you listing out all the great features of the property. Just to confirm, you said the total square footage is 643 sq ft, and you're considering factors such as location, condition, amenities, and market demand when determining the value. Can I also confirm that the property's condition has been well-maintained and is in excellent shape?
	Seller: Yes, that's correct. I can confirm that the property's total square footage is indeed 643 sq ft. And, yes, the property has been well-maintained and is in excellent shape, which is why I'm confident in the value I've listed.
	Buyer: Just to make sure I understand, the total square footage of the property is 643 sq ft, the location is desirable with easy access to public transportation and amenities, the property is in excellent condition, and you're considering factors like market demand when setting the asking price of $2834.
	Seller: That makes sense, I think $2834 is a fair price considering all the great features and location of the property.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 2834.0
      =================================================================================================
      ",-1.0,0.0,0.0,8,-0.125,0.0,0.125,0.0
