Unnamed: 0,scenario_id,title,description,category,listing_price,buyer_target,seller_target,outcome,accepted_price,transcript,prices,actions,transcript_display,bias,aggressiveness,fairness,dialogue_length,bias_cond_dialogue_length,rel_efficiency,probing_ratio,concession_rate
0,09aea678-c5cd-4967-8a2f-b650f3520c55,Verizon Car Charger with Dual Output Micro USB and LED Light,Charge two devices simultaneously on the go. This vehicle charger with an additional USB port delivers enough power to charge two devices at once. The push-button activated LED connector light means no more fumbling in the dark trying to connect your device. Auto Detect IC Technology automatically detects the device type and its specific charging needs for improved compatibility. And the built-in indicator light illuminates red to let you know the charger is receiving power and the power socket is working properly.,phone,10.0,7.0,10.0,Rejected,,"	Buyer: I'm interested in purchasing the Verizon Car Charger with Dual Output Micro USB and LED Light. Can we discuss the price?
	Seller: Great product! I'd love to discuss the price with you too.
	Buyer: I'm open to $8.
	Seller: That's a bit too low for me.
	Buyer: Could you do $7 instead?
	Seller: I can't do $7, but how about $9 instead?
	Buyer: Could you do $7.50 instead?
	Seller: I can't do $7.50, but how about $8.50 instead?
	Buyer: Could you do $7.75 instead?
	Seller: I can't do $7.75, but how about $8.25 instead?
	Buyer: Could you do $7.50 instead?
	Seller: I can't do $7.50, but how about $8.25 instead?
	Buyer: Could you do $7.25 instead?
	Seller: I can't do $7.25, but how about $8.00 instead?
	Buyer: Could you do $7.00 instead?
","[-1.0, -1.0, 8.0, -1.0, 7.0, 7.0, 7.5, 7.5, 7.75, 7.75, 7.5, 7.5, 7.25, 7.25, 7.0]","['intro', 'intro', 'init-price', 'disagree', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Verizon Car Charger with Dual Output Micro USB and LED Light>
      =================================================================================================
      	Buyer: I'm interested in purchasing the Verizon Car Charger with Dual Output Micro USB and LED Light. Can we discuss the price?
	Seller: Great product! I'd love to discuss the price with you too.
	Buyer: I'm open to $8.
	Seller: That's a bit too low for me.
	Buyer: Could you do $7 instead?
	Seller: I can't do $7, but how about $9 instead?
	Buyer: Could you do $7.50 instead?
	Seller: I can't do $7.50, but how about $8.50 instead?
	Buyer: Could you do $7.75 instead?
	Seller: I can't do $7.75, but how about $8.25 instead?
	Buyer: Could you do $7.50 instead?
	Seller: I can't do $7.50, but how about $8.25 instead?
	Buyer: Could you do $7.25 instead?
	Seller: I can't do $7.25, but how about $8.00 instead?
	Buyer: Could you do $7.00 instead?
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,0.20833333333333334
1,e5cd53dc-424c-4197-8eb8-ed8861b19e0d,Long board custom bilt from the board up,Hey there cl I have a long board for sale pretty much brand knew rode all together 4 or 5 times . The brand on the deck is a gravity skateboard. The brand of trucks are sidewinder 2sGuwuing.mini monster hawgs 70mm 78a Wheels with Swiss bones bearings brand new. Please no low ballers thank you and have a great day .,bike,200.0,120.0,200.0,Rejected,,"	Buyer: I'm interested in the custom long board for sale. It seems like a great item.
	Seller: I'm glad you're interested in the long board. It's a high-quality item, and I think you'll really enjoy riding it.
	Buyer: I'd like to move forward with the purchase. What's your current asking price for the long board?
	Seller: I'm looking for $18.
	Buyer: I'm willing to do $12.
	Seller: I can't do $12, but how about $15 instead?
	Buyer: I can do $13.50.
	Seller: I can do $14.
	Buyer: I can do $12.75.
	Seller: I can do $13.50 is closer to my target price, but how about we meet in the middle at $13.25?
	Buyer: I can do $13.00 instead.
	Seller: I can do $13.00, but I can offer an additional discount since we're close to the deal. How about $13.25?
	Buyer: I can do $12.75 instead.
	Seller: I'm not willing to go below $13.00, but I can do $12.90.
	Buyer: I can do $12.80.
","[-1.0, -1.0, -1.0, 18.0, 12.0, 12.0, 13.5, 14.0, 12.75, 13.5, 13.0, 13.0, 12.75, 13.0, 12.8]","['intro', 'intro', 'intro', 'init-price', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Long board custom bilt from the board up>
      =================================================================================================
      	Buyer: I'm interested in the custom long board for sale. It seems like a great item.
	Seller: I'm glad you're interested in the long board. It's a high-quality item, and I think you'll really enjoy riding it.
	Buyer: I'd like to move forward with the purchase. What's your current asking price for the long board?
	Seller: I'm looking for $18.
	Buyer: I'm willing to do $12.
	Seller: I can't do $12, but how about $15 instead?
	Buyer: I can do $13.50.
	Seller: I can do $14.
	Buyer: I can do $12.75.
	Seller: I can do $13.50 is closer to my target price, but how about we meet in the middle at $13.25?
	Buyer: I can do $13.00 instead.
	Seller: I can do $13.00, but I can offer an additional discount since we're close to the deal. How about $13.25?
	Buyer: I can do $12.75 instead.
	Seller: I'm not willing to go below $13.00, but I can do $12.90.
	Buyer: I can do $12.80.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,0.9333333333333332
2,02cfdc52-9530-4ac7-97fa-e4055cd0b6d0,Sectional Couch,I am remodeling my space and selling a beautiful custom modern terra cotta color sectional couch. It is in like-new condition and can be taken apart in two pieces while transporting. Absolutely no wear or tear in a non-smoking home. I am located in the Sunset district of SF. Please email if you are interested in seeing it. Thank you!,furniture,585.0,444.0,585.0,Rejected,,"	Buyer: Hi, I'm interested in the custom modern terra cotta color sectional couch you're selling.
	Seller: Great, I'm glad you're interested. The couch is in perfect condition, and I've taken great care of it. Would you like to come see it in person or make an offer?
	Buyer: I’m interested. Would you consider $4?
	Seller: That's a bit low for me. I was thinking more along the lines of my listing price. I'd be happy to discuss a deal though.
	Buyer: Could you do $465 instead?
	Seller: I appreciate your offer, but I think $525 would be a more suitable price for both of us.
	Buyer: Could you do $495 instead?
	Seller: I can do $515.
	Buyer: Could you do $499 instead?
	Seller: I can do $505.
	Buyer: Could you do $498 instead?
	Seller: I can do $502 instead.
	Buyer: Could you do $498 instead?
	Seller: I can do $502, but I think we're close enough. How about we meet in the middle at $502?
	Buyer: I'm willing to meet you halfway, but I'd rather pay $499.
","[-1.0, -1.0, 4.0, -1.0, 465.0, 525.0, 495.0, 515.0, 499.0, 505.0, 498.0, 502.0, 498.0, 502.0, 499.0]","['intro', 'intro', 'init-price', 'disagree', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Sectional Couch>
      =================================================================================================
      	Buyer: Hi, I'm interested in the custom modern terra cotta color sectional couch you're selling.
	Seller: Great, I'm glad you're interested. The couch is in perfect condition, and I've taken great care of it. Would you like to come see it in person or make an offer?
	Buyer: I’m interested. Would you consider $4?
	Seller: That's a bit low for me. I was thinking more along the lines of my listing price. I'd be happy to discuss a deal though.
	Buyer: Could you do $465 instead?
	Seller: I appreciate your offer, but I think $525 would be a more suitable price for both of us.
	Buyer: Could you do $495 instead?
	Seller: I can do $515.
	Buyer: Could you do $499 instead?
	Seller: I can do $505.
	Buyer: Could you do $498 instead?
	Seller: I can do $502 instead.
	Buyer: Could you do $498 instead?
	Seller: I can do $502, but I think we're close enough. How about we meet in the middle at $502?
	Buyer: I'm willing to meet you halfway, but I'd rather pay $499.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,51.25
3,8ba14ae4-1de2-4551-9959-d95d54141be5,2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title,"Selling my 2006 Toyota 4 Runner with only 106k original miles. The truck is in great condition with no mechanical flaws whatsoever and a clean accident history. Got new tires about 3,000 miles ago. Always has the oil changed on time (due in about 1k). Just got a thorough cleaning inside and a wash and wax outside (still wet in the photos). This truck has never been offroad, but the 4WD is working perfectly from the few times we've been up to Tahoe in it. However, it's a 10+ year old truck that's been driven, not babied and garaged all the time. It's got some scratches, paint is not perfect, but zero body damage.",car,14500.0,8700.0,14500.0,Accepted,6.75,"	Buyer: I’m interested. Would you consider $6.50?
	Seller: I can do $8, but I'm not sure how much lower we can go.
	Buyer: Could you do $7 instead?
	Seller: I can do $7.50, but that's the lowest I can go.
	Buyer: Could you do $7 instead of $7.50?
	Seller: I can do $7, but I'll throw in some extras like a full tank of gas and a set of floor mats to sweeten the deal.
	Buyer: Can you throw in the extras for $6 instead?
	Seller: I can do $7 with the extras, but $6 is too low for me.
	Buyer: Can you do $6.50 with the extras?
	Seller: I can do $7 with the extras, but I'm not comfortable going any lower than that.
	Buyer: I'm still a bit above my target, so let's meet in the middle at $6.75 with the extras.
	Seller: I can live with that. $6.75 with the extras sounds like a fair deal.
	Buyer: $6.75 with the extras seems fair. Let's proceed with the deal.
","[6.5, 8.0, 7.0, 7.5, 7.0, 7.0, 6.0, 7.0, 6.5, 7.0, 6.75, 6.75, 6.75]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title>
      =================================================================================================
      	Buyer: I’m interested. Would you consider $6.50?
	Seller: I can do $8, but I'm not sure how much lower we can go.
	Buyer: Could you do $7 instead?
	Seller: I can do $7.50, but that's the lowest I can go.
	Buyer: Could you do $7 instead of $7.50?
	Seller: I can do $7, but I'll throw in some extras like a full tank of gas and a set of floor mats to sweeten the deal.
	Buyer: Can you throw in the extras for $6 instead?
	Seller: I can do $7 with the extras, but $6 is too low for me.
	Buyer: Can you do $6.50 with the extras?
	Seller: I can do $7 with the extras, but I'm not comfortable going any lower than that.
	Buyer: I'm still a bit above my target, so let's meet in the middle at $6.75 with the extras.
	Seller: I can live with that. $6.75 with the extras sounds like a fair deal.
	Buyer: $6.75 with the extras seems fair. Let's proceed with the deal.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 6.75
      =================================================================================================
      ",3.997672413793104,0.9995344827586208,-2.9976724137931035,13,0.3075132625994695,-0.2305901856763925,0.0,0.5192307692307693
4,cbd117d3-ebb8-4b5d-9817-905e351a2368,Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo,Just bought on craigslist a few months ago. was exactly what I was looking for but ended up being a tight fit for the space. Classic design. comes with all white slip cover and dove grey slip cover.,furniture,125.0,95.0,125.0,Accepted,116.0,"	Buyer: I'm interested in the wooden full-sized futon with two slip covers. Can we discuss the price?
	Seller: I'm glad you're interested in the futon. I was thinking of getting $125 for it, considering it's a great piece and still in good condition.
	Buyer: I'm willing to pay $110 for it.
	Seller: I can do $120, but that's as low as I can go.
	Buyer: Could you do $115 instead?
	Seller: I can do $119 instead.
	Buyer: Could you do $118 instead?
	Seller: I can do $117.
	Buyer: Could you do $116 instead?
	Seller: I can do $116 since we're so close.
	Buyer: I think $116 is fair. Let's proceed with it.
","[-1.0, -1.0, 110.0, 120.0, 115.0, 119.0, 118.0, 117.0, 116.0, 116.0, 116.0]","['intro', 'intro', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'accept']","
      =================================================================================================
      Negotiation for: <Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo>
      =================================================================================================
      	Buyer: I'm interested in the wooden full-sized futon with two slip covers. Can we discuss the price?
	Seller: I'm glad you're interested in the futon. I was thinking of getting $125 for it, considering it's a great piece and still in good condition.
	Buyer: I'm willing to pay $110 for it.
	Seller: I can do $120, but that's as low as I can go.
	Buyer: Could you do $115 instead?
	Seller: I can do $119 instead.
	Buyer: Could you do $118 instead?
	Seller: I can do $117.
	Buyer: Could you do $116 instead?
	Seller: I can do $116 since we're so close.
	Buyer: I think $116 is fair. Let's proceed with it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 116.0
      =================================================================================================
      ",-0.4,0.072,0.6,11,-0.0363636363636363,0.0545454545454545,0.0,2.4444444444444446
5,15a0be73-0d95-4adb-9231-b3e0e0a687b3,Brand NEW SanDisk ULTRA MicroSDXC 200GB,"I have a brand new unopened microSD card. Great for Android users, Nintendo Switch, 3DS and GoPro cameras, and beyond.",electronics,75.0,69.0,75.0,Rejected,,"	Buyer: Hi, I'm interested in the Brand NEW SanDisk ULTRA MicroSDXC 200GB. Can you tell me more about it?
	Seller: This is a brand new unopened microSD card, ideal for Android users, Nintendo Switch, 3DS, and GoPro cameras.
	Buyer: I've reviewed the listing. It's a great item, but I was thinking more along the lines of $69.
	Seller: That's a bit lower than I was expecting, but I can do $72.
	Buyer: $70 would be more in line with my budget.
	Seller: I can do $71, but I think that's as low as I can go.
	Buyer: Could you do $69.50 instead?
	Seller: I can do $70.50, but I think that's as low as I can go.
	Buyer: Could you do $69.75 instead?
	Seller: I can do $70, but I think that's as low as I can go.
	Buyer: Could you do $70.25 instead?
	Seller: I can meet you halfway at $70.50
	Buyer: I can do $69.75 instead.
	Seller: I can meet you halfway at $70.25.
	Buyer: I can meet you halfway at $69.75.
","[-1.0, -1.0, -1.0, 72.0, 70.0, 71.0, 69.5, 70.5, 69.75, 70.0, 70.25, 70.5, 69.75, 70.25, 69.75]","['intro', 'inform', 'inform', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Brand NEW SanDisk ULTRA MicroSDXC 200GB>
      =================================================================================================
      	Buyer: Hi, I'm interested in the Brand NEW SanDisk ULTRA MicroSDXC 200GB. Can you tell me more about it?
	Seller: This is a brand new unopened microSD card, ideal for Android users, Nintendo Switch, 3DS, and GoPro cameras.
	Buyer: I've reviewed the listing. It's a great item, but I was thinking more along the lines of $69.
	Seller: That's a bit lower than I was expecting, but I can do $72.
	Buyer: $70 would be more in line with my budget.
	Seller: I can do $71, but I think that's as low as I can go.
	Buyer: Could you do $69.50 instead?
	Seller: I can do $70.50, but I think that's as low as I can go.
	Buyer: Could you do $69.75 instead?
	Seller: I can do $70, but I think that's as low as I can go.
	Buyer: Could you do $70.25 instead?
	Seller: I can meet you halfway at $70.50
	Buyer: I can do $69.75 instead.
	Seller: I can meet you halfway at $70.25.
	Buyer: I can meet you halfway at $69.75.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,0.7291666666666666
6,69a2d2b0-e339-45bc-8e00-9ff69db0d124,Bose Soundlink 3 brand new,"Brand new never use, i got it has a gift but i am using sonos system.",electronics,220.0,132.0,220.0,Rejected,,"	Buyer: I'm interested in the Bose Soundlink 3 brand new, could you confirm its condition and original packaging?
	Seller: Yes, the item is brand new, never used, and comes with its original packaging and accessories.
	Buyer: That's great to hear the item is brand new and comes with the original packaging and accessories.
	Seller: I can let it go for $220.
	Buyer: I’m willing to consider $132.
	Seller: I can't do $132, but how about $180 instead?
	Buyer: Could you do $160 instead?
	Seller: I can do $170.
	Buyer: Could you do $155 instead?
	Seller: I can do $165 instead.
	Buyer: Could you do $156 instead?
	Seller: I can do $162 instead.
	Buyer: Could you do $159 instead?
	Seller: I can do $162, but I can meet you halfway at $160.
	Buyer: I think $160 is a fair compromise, let's go with that.
","[-1.0, -1.0, -1.0, 220.0, 132.0, 132.0, 160.0, 170.0, 155.0, 165.0, 156.0, 162.0, 159.0, 162.0, 160.0]","['intro', 'inform', 'inform', 'offer', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Bose Soundlink 3 brand new>
      =================================================================================================
      	Buyer: I'm interested in the Bose Soundlink 3 brand new, could you confirm its condition and original packaging?
	Seller: Yes, the item is brand new, never used, and comes with its original packaging and accessories.
	Buyer: That's great to hear the item is brand new and comes with the original packaging and accessories.
	Seller: I can let it go for $220.
	Buyer: I’m willing to consider $132.
	Seller: I can't do $132, but how about $180 instead?
	Buyer: Could you do $160 instead?
	Seller: I can do $170.
	Buyer: Could you do $155 instead?
	Seller: I can do $165 instead.
	Buyer: Could you do $156 instead?
	Seller: I can do $162 instead.
	Buyer: Could you do $159 instead?
	Seller: I can do $162, but I can meet you halfway at $160.
	Buyer: I think $160 is a fair compromise, let's go with that.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,14.5
7,ff3d27d6-5a0d-4908-9df4-ecf8b2b279aa,Apple iPhone 5S 16gb Space Gray,"Apple iPhone 5S 16gb Space Gray,Like New Condition (no scratches anywhere),Will be reset to factory specs before sale",phone,160.0,121.0,160.0,Rejected,,"	Buyer: I'm interested in purchasing the Apple iPhone 5S 16gb Space Gray.
	Seller: Great, I'm glad you're interested in the iPhone 5S. It's a fantastic device in excellent condition.
	Buyer: I'm glad to hear that it's in excellent condition. Before we proceed, could you confirm the listing price and whether it's negotiable?
	Seller: The listing price is $160, and yes, the price is negotiable. I'm open to discussing it further if you're interested.
	Buyer: I'd like to consider it at $125.
	Seller: I can do $150, but I'm not sure I can go much lower than that.
	Buyer: Could you do $135 instead?
	Seller: I can do $145 instead.
	Buyer: Could you do $140 instead?
	Seller: I can do $142 instead.
	Buyer: Could you do $138 instead?
	Seller: I can do $140 instead.
	Buyer: Could you do $137 instead?
	Seller: I can do $138 instead.
	Buyer: I'd be willing to go up to $133.
","[-1.0, -1.0, -1.0, -1.0, 125.0, 150.0, 135.0, 145.0, 140.0, 142.0, 138.0, 140.0, 137.0, 138.0, 133.0]","['intro', 'intro', 'intro', 'inform', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer']","
      =================================================================================================
      Negotiation for: <Apple iPhone 5S 16gb Space Gray>
      =================================================================================================
      	Buyer: I'm interested in purchasing the Apple iPhone 5S 16gb Space Gray.
	Seller: Great, I'm glad you're interested in the iPhone 5S. It's a fantastic device in excellent condition.
	Buyer: I'm glad to hear that it's in excellent condition. Before we proceed, could you confirm the listing price and whether it's negotiable?
	Seller: The listing price is $160, and yes, the price is negotiable. I'm open to discussing it further if you're interested.
	Buyer: I'd like to consider it at $125.
	Seller: I can do $150, but I'm not sure I can go much lower than that.
	Buyer: Could you do $135 instead?
	Seller: I can do $145 instead.
	Buyer: Could you do $140 instead?
	Seller: I can do $142 instead.
	Buyer: Could you do $138 instead?
	Seller: I can do $140 instead.
	Buyer: Could you do $137 instead?
	Seller: I can do $138 instead.
	Buyer: I'd be willing to go up to $133.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,6.545454545454546
8,8d7a36d0-3926-4ef7-be9d-b1dbee2b2d15,Steel Frame Colnago,Rare and classic 62cm Steel Frame Colnago!! It's made and designed for the tall/ large man. Campanella components. Saddle is on my Cannondale. It was turned up about 25 miles of riding ago.,bike,600.0,456.0,600.0,Accepted,577.0,"	Buyer: I'm interested in the Steel Frame Colnago. It seems like a rare and classic bike.
	Seller: I'm glad you like it. I was thinking of starting at $650 for the bike.
	Buyer: Would you consider $550?
	Seller: I can do $600, that's the lowest I can go.
	Buyer: Could you do $580?
	Seller: I can do $585 instead.
	Buyer: Would you consider $570?
	Seller: I can do $580, which is the best I can do.
	Buyer: Could you do $575 instead?
	Seller: I can do $580 still.
	Buyer: I can do $577.
	Seller: I can do $579 instead.
	Buyer: Could you do $577?
	Seller: Agreed. $577 works for me.
","[-1.0, 650.0, 550.0, 600.0, 580.0, 585.0, 570.0, 580.0, 575.0, 580.0, 577.0, 579.0, 577.0, 577.0]","['intro', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Steel Frame Colnago>
      =================================================================================================
      	Buyer: I'm interested in the Steel Frame Colnago. It seems like a rare and classic bike.
	Seller: I'm glad you like it. I was thinking of starting at $650 for the bike.
	Buyer: Would you consider $550?
	Seller: I can do $600, that's the lowest I can go.
	Buyer: Could you do $580?
	Seller: I can do $585 instead.
	Buyer: Would you consider $570?
	Seller: I can do $580, which is the best I can do.
	Buyer: Could you do $575 instead?
	Seller: I can do $580 still.
	Buyer: I can do $577.
	Seller: I can do $579 instead.
	Buyer: Could you do $577?
	Seller: Agreed. $577 works for me.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 577.0
      =================================================================================================
      ",-0.6805555555555556,0.0383333333333333,0.3194444444444444,14,-0.0486111111111111,0.0228174603174603,0.0,16.692307692307693
9,28281abc-4e98-4748-bab4-1e095d8d68bf,Beautiful 1 Bedroom Home with Balcony Available Mid June!,"Essex Property Trust,EMME Apartment Homes,6350 Christie Ave, Emeryville, CA 94608,We will have a 1 bedroom 1 bath 643 sq ft apartment #130 available on June 10th! Your beautiful new kitchen will have Cesar stone countertops, dark cherry wood on the cabinets and stainless steel appliances!,All of emme apartments come with a full size front load washer & dryer! Emme offers amenities such as our 24 hour gym, courtyard, clubhouse and our beautiful roof top deck, a must see with a great view of San Francisco! Living at emme makes life a bit easier with having everything you need right around the corner, from grocery stores to retail! Not to mention, transportation!,Emeryville provides us a free shuttle that picks you up right in front of the community and takes you straight to bart!,Schedule your appointment today!!,Stop by our 2 bedroom home OPEN HOUSE this Saturday, May 20th from 10:00 AM - 12:00 PM!",housing,2834.0,1700.0,2834.0,Accepted,2500.0,"	Buyer: I'd like to know more about the amenities you mentioned, such as the 24 hour gym, courtyard, and rooftop deck.
	Seller: Yes, our community offers a 24-hour gym for your convenience, a beautiful courtyard with seating areas for relaxation, and a rooftop deck with great views of San Francisco.
	Buyer: That sounds great. Can I get a sense of whether these amenities are exclusive to the units you're renting or if they're available to all residents, regardless of unit type?
	Seller: All residents in our community have access to these amenities, regardless of the unit type they rent. They're available to everyone who lives here.
	Buyer: That's great to know about the amenities being available to all residents. What makes you think the current listing price of $2834 is reasonable for a 1-bedroom apartment with these amenities?
	Seller: I believe the current listing price is reasonable considering the amenities and the location. Our community offers a great value for the price.
	Buyer: I appreciate the amenities, but I think $2400 would be a more reasonable price considering the market value and the amenities you've mentioned.
	Seller: I can do $2600, but that's as low as I can go.
	Buyer: Could you do $2500 instead?
	Seller: I can do $2550 instead of $2600.
	Buyer: Could you do $2500 instead?
	Seller: I can do $2525 instead.
	Buyer: Could you meet me at $2500?
	Seller: I can meet you at $2500, but I'd like to add a few extras to make it worth it for me.
	Buyer: Okay, I think $2500 is a fair price considering the amenities and the location. I'm willing to accept your offer.
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 2400.0, 2600.0, 2500.0, 2550.0, 2500.0, 2525.0, 2500.0, 2500.0, 2500.0]","['inform', 'inform', 'inquire', 'inform', 'inquire', 'inform', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Beautiful 1 Bedroom Home with Balcony Available Mid June!>
      =================================================================================================
      	Buyer: I'd like to know more about the amenities you mentioned, such as the 24 hour gym, courtyard, and rooftop deck.
	Seller: Yes, our community offers a 24-hour gym for your convenience, a beautiful courtyard with seating areas for relaxation, and a rooftop deck with great views of San Francisco.
	Buyer: That sounds great. Can I get a sense of whether these amenities are exclusive to the units you're renting or if they're available to all residents, regardless of unit type?
	Seller: All residents in our community have access to these amenities, regardless of the unit type they rent. They're available to everyone who lives here.
	Buyer: That's great to know about the amenities being available to all residents. What makes you think the current listing price of $2834 is reasonable for a 1-bedroom apartment with these amenities?
	Seller: I believe the current listing price is reasonable considering the amenities and the location. Our community offers a great value for the price.
	Buyer: I appreciate the amenities, but I think $2400 would be a more reasonable price considering the market value and the amenities you've mentioned.
	Seller: I can do $2600, but that's as low as I can go.
	Buyer: Could you do $2500 instead?
	Seller: I can do $2550 instead of $2600.
	Buyer: Could you do $2500 instead?
	Seller: I can do $2525 instead.
	Buyer: Could you meet me at $2500?
	Seller: I can meet you at $2500, but I'd like to add a few extras to make it worth it for me.
	Buyer: Okay, I think $2500 is a fair price considering the amenities and the location. I'm willing to accept your offer.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 2500.0
      =================================================================================================
      ",-0.4109347442680776,0.1178546224417784,0.5890652557319225,15,-0.0273956496178718,0.0392710170487948,0.1333333333333333,50.0
