Unnamed: 0,scenario_id,title,description,category,listing_price,buyer_target,seller_target,outcome,accepted_price,transcript,prices,actions,transcript_display,bias,aggressiveness,fairness,dialogue_length,bias_cond_dialogue_length,rel_efficiency,probing_ratio,concession_rate
0,09aea678-c5cd-4967-8a2f-b650f3520c55,Verizon Car Charger with Dual Output Micro USB and LED Light,Charge two devices simultaneously on the go. This vehicle charger with an additional USB port delivers enough power to charge two devices at once. The push-button activated LED connector light means no more fumbling in the dark trying to connect your device. Auto Detect IC Technology automatically detects the device type and its specific charging needs for improved compatibility. And the built-in indicator light illuminates red to let you know the charger is receiving power and the power socket is working properly.,phone,10.0,7.0,10.0,Accepted,8.0,"	Buyer: Hi, I'm interested in the Verizon Car Charger with Dual Output Micro USB and LED Light. Can we discuss the price?
	Seller: I can sell it for $10.
	Buyer: I'd rather not go that high. Can you offer it for $8?
	Seller: I can do $9. It's a competitive price for a high-quality product like this.
	Buyer: The listing price is $10, and I'd be comfortable going up to $8, but $9 is a bit steep for me. How about $7.5?
	Seller: I can do $8.75, but that's as low as I can go.
	Buyer: $8 is the highest I'd want to go.
	Seller: Agreed. $8 works for me.
","[-1.0, 10.0, 8.0, 9.0, 10.0, 8.75, 8.0, 8.0]","['intro', 'init-price', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Verizon Car Charger with Dual Output Micro USB and LED Light>
      =================================================================================================
      	Buyer: Hi, I'm interested in the Verizon Car Charger with Dual Output Micro USB and LED Light. Can we discuss the price?
	Seller: I can sell it for $10.
	Buyer: I'd rather not go that high. Can you offer it for $8?
	Seller: I can do $9. It's a competitive price for a high-quality product like this.
	Buyer: The listing price is $10, and I'd be comfortable going up to $8, but $9 is a bit steep for me. How about $7.5?
	Seller: I can do $8.75, but that's as low as I can go.
	Buyer: $8 is the highest I'd want to go.
	Seller: Agreed. $8 works for me.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 8.0
      =================================================================================================
      ",0.3333333333333332,0.2,0.6666666666666667,8,0.0416666666666666,0.0833333333333333,0.0,0.8571428571428571
1,e5cd53dc-424c-4197-8eb8-ed8861b19e0d,Long board custom bilt from the board up,Hey there cl I have a long board for sale pretty much brand knew rode all together 4 or 5 times . The brand on the deck is a gravity skateboard. The brand of trucks are sidewinder 2sGuwuing.mini monster hawgs 70mm 78a Wheels with Swiss bones bearings brand new. Please no low ballers thank you and have a great day .,bike,200.0,120.0,200.0,Accepted,162.0,"	Buyer: I'm interested in your long board for sale. It looks like it's in great condition.
	Seller: Yes, it's in excellent condition, barely used with brand new bearings and wheels. I've taken care of it well, and it shows.
	Buyer: What's the listing price for the long board, and how many times has it been ridden as you mentioned in your ad?
	Seller: The listing price is $200.00, and I've mentioned it's been ridden 4 or 5 times, depending on how you count the sessions I had with it.
	Buyer: That sounds great, I'm impressed with the care you've taken of it. I'm looking for something within my budget, which is much lower than your listing price.
	Seller: I understand you're looking for something within your budget, but I've had a lot of work put into this board, and I'm willing to meet you halfway. I can do $175 for it.
	Buyer: $155 would be more like it.
	Seller: I can do $165, and that's as low as I'm willing to go.
	Buyer: I can do $160.
	Seller: I can do $162.50 for it.
	Buyer: $160 is a bit steep for me, how about I meet you halfway at $162.
	Seller: Agreed, $162 it is then.
","[-1.0, -1.0, -1.0, -1.0, -1.0, 175.0, 155.0, 165.0, 160.0, 162.5, 160.0, 162.0]","['intro', 'inform', 'inquire', 'inform', 'inform', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Long board custom bilt from the board up>
      =================================================================================================
      	Buyer: I'm interested in your long board for sale. It looks like it's in great condition.
	Seller: Yes, it's in excellent condition, barely used with brand new bearings and wheels. I've taken care of it well, and it shows.
	Buyer: What's the listing price for the long board, and how many times has it been ridden as you mentioned in your ad?
	Seller: The listing price is $200.00, and I've mentioned it's been ridden 4 or 5 times, depending on how you count the sessions I had with it.
	Buyer: That sounds great, I'm impressed with the care you've taken of it. I'm looking for something within my budget, which is much lower than your listing price.
	Seller: I understand you're looking for something within your budget, but I've had a lot of work put into this board, and I'm willing to meet you halfway. I can do $175 for it.
	Buyer: $155 would be more like it.
	Seller: I can do $165, and that's as low as I'm willing to go.
	Buyer: I can do $160.
	Seller: I can do $162.50 for it.
	Buyer: $160 is a bit steep for me, how about I meet you halfway at $162.
	Seller: Agreed, $162 it is then.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 162.0
      =================================================================================================
      ",-0.05,0.19,0.95,12,-0.0041666666666666,0.0791666666666666,0.0833333333333333,6.0
2,02cfdc52-9530-4ac7-97fa-e4055cd0b6d0,Sectional Couch,I am remodeling my space and selling a beautiful custom modern terra cotta color sectional couch. It is in like-new condition and can be taken apart in two pieces while transporting. Absolutely no wear or tear in a non-smoking home. I am located in the Sunset district of SF. Please email if you are interested in seeing it. Thank you!,furniture,585.0,444.0,585.0,Rejected,,"	Buyer: Hi, I'm interested in your custom modern terra cotta color sectional couch. What's the current price for it?
	Seller: The current price for this sectional couch is $585, and I'm open to discussing any reasonable offers.
	Buyer: I'd be willing to go up to $480.
	Seller: I can do $515, but that's as low as I can go considering the condition and uniqueness of the piece.
	Buyer: I can do $490.
	Seller: I can do $520, which is a bit closer to your target price.
	Buyer: $500.
	Seller: I can do $525, which is still a bit closer to your target price.
	Buyer: $480.
	Seller: I can do $505, which is still a bit closer to your target price than $480.
	Buyer: I can do $480.
	Seller: I can do $505, which is still a bit closer to your target price than $480.
	Buyer: I can go up to $495, but that's as high as I'm willing to go.
	Seller: How about $505, and we can call it a deal?
	Buyer: $482.
","[-1.0, -1.0, 480.0, 515.0, 490.0, 520.0, 500.0, 525.0, 480.0, 505.0, 480.0, 505.0, 495.0, 505.0, 482.0]","['intro', 'inform', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Sectional Couch>
      =================================================================================================
      	Buyer: Hi, I'm interested in your custom modern terra cotta color sectional couch. What's the current price for it?
	Seller: The current price for this sectional couch is $585, and I'm open to discussing any reasonable offers.
	Buyer: I'd be willing to go up to $480.
	Seller: I can do $515, but that's as low as I can go considering the condition and uniqueness of the piece.
	Buyer: I can do $490.
	Seller: I can do $520, which is a bit closer to your target price.
	Buyer: $500.
	Seller: I can do $525, which is still a bit closer to your target price.
	Buyer: $480.
	Seller: I can do $505, which is still a bit closer to your target price than $480.
	Buyer: I can do $480.
	Seller: I can do $505, which is still a bit closer to your target price than $480.
	Buyer: I can go up to $495, but that's as high as I'm willing to go.
	Seller: How about $505, and we can call it a deal?
	Buyer: $482.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,22.923076923076923
3,8ba14ae4-1de2-4551-9959-d95d54141be5,2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title,"Selling my 2006 Toyota 4 Runner with only 106k original miles. The truck is in great condition with no mechanical flaws whatsoever and a clean accident history. Got new tires about 3,000 miles ago. Always has the oil changed on time (due in about 1k). Just got a thorough cleaning inside and a wash and wax outside (still wet in the photos). This truck has never been offroad, but the 4WD is working perfectly from the few times we've been up to Tahoe in it. However, it's a 10+ year old truck that's been driven, not babied and garaged all the time. It's got some scratches, paint is not perfect, but zero body damage.",car,14500.0,8700.0,14500.0,Accepted,9200.0,"	Buyer: Hi, I'm interested in the 2006 Toyota 4Runner. I'd like to start the negotiation with an offer of $8,500.
	Seller: I can do $13,000 and throw in a full tank of gas to sweeten the deal.
	Buyer: That's a bit steep.
	Seller: I can do $12,000, and I'll still include the full tank of gas to make it a more attractive offer.
	Buyer: I could do $9,800.
	Seller: I can meet you in the middle at $11,500, and I'll still include the full tank of gas.
	Buyer: I could do $10,000.
	Seller: I can do $11,000, and I'll still include the full tank of gas to make it a more attractive offer.
	Buyer: I could do $9,800.
	Seller: I can do $11,200, and I'll still throw in the full tank of gas to make it a better deal.
	Buyer: I think the lowest I would want to go is $9,200.
	Seller: I can do $10,800 and still throw in the full tank of gas to make it a more attractive offer.
	Buyer: I think $9800 is still a bit too high. How about $9200?
	Seller: Agreed, $9,200 it is.
","[8500.0, 13000.0, -1.0, 12000.0, 9800.0, 11500.0, 10000.0, 11000.0, 9800.0, 11200.0, 9200.0, 10800.0, 9800.0, 9200.0]","['init-price', 'counter-price', 'disagree', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title>
      =================================================================================================
      	Buyer: Hi, I'm interested in the 2006 Toyota 4Runner. I'd like to start the negotiation with an offer of $8,500.
	Seller: I can do $13,000 and throw in a full tank of gas to sweeten the deal.
	Buyer: That's a bit steep.
	Seller: I can do $12,000, and I'll still include the full tank of gas to make it a more attractive offer.
	Buyer: I could do $9,800.
	Seller: I can meet you in the middle at $11,500, and I'll still include the full tank of gas.
	Buyer: I could do $10,000.
	Seller: I can do $11,000, and I'll still include the full tank of gas to make it a more attractive offer.
	Buyer: I could do $9,800.
	Seller: I can do $11,200, and I'll still throw in the full tank of gas to make it a better deal.
	Buyer: I think the lowest I would want to go is $9,200.
	Seller: I can do $10,800 and still throw in the full tank of gas to make it a more attractive offer.
	Buyer: I think $9800 is still a bit too high. How about $9200?
	Seller: Agreed, $9,200 it is.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 9200.0
      =================================================================================================
      ",0.8275862068965518,0.3655172413793103,0.1724137931034483,14,0.0591133004926108,0.0123152709359605,0.0,1515.3846153846155
4,cbd117d3-ebb8-4b5d-9817-905e351a2368,Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo,Just bought on craigslist a few months ago. was exactly what I was looking for but ended up being a tight fit for the space. Classic design. comes with all white slip cover and dove grey slip cover.,furniture,125.0,95.0,125.0,Accepted,85.0,"	Buyer: Hi, I'm interested in buying the wooden full-sized futon with the two slip covers. It looks like a great piece of furniture.
	Seller: That's a great piece of furniture indeed! I'm willing to sell it for $100.
	Buyer: I'm interested, but $100 is a bit higher than I was thinking. Can I do it for $95?
	Seller: I can do $90, and that's as low as I can go.
	Buyer: I think I can do $92.
	Seller: I can go down to $88, but that's as low as I can comfortably go.
	Buyer: Can I do $87?
	Seller: I can do $89.
	Buyer: I can do $86.
	Seller: I can do $88. It's a fair price considering the condition and the fact that it's been just bought.
	Buyer: I'm not comfortable with $88, how about $85?
	Seller: Agreed. $85 works for me.
","[-1.0, 100.0, 100.0, 90.0, 92.0, 88.0, 87.0, 89.0, 86.0, 88.0, 88.0, 85.0]","['intro', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo>
      =================================================================================================
      	Buyer: Hi, I'm interested in buying the wooden full-sized futon with the two slip covers. It looks like a great piece of furniture.
	Seller: That's a great piece of furniture indeed! I'm willing to sell it for $100.
	Buyer: I'm interested, but $100 is a bit higher than I was thinking. Can I do it for $95?
	Seller: I can do $90, and that's as low as I can go.
	Buyer: I think I can do $92.
	Seller: I can go down to $88, but that's as low as I can comfortably go.
	Buyer: Can I do $87?
	Seller: I can do $89.
	Buyer: I can do $86.
	Seller: I can do $88. It's a fair price considering the condition and the fact that it's been just bought.
	Buyer: I'm not comfortable with $88, how about $85?
	Seller: Agreed. $85 works for me.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 85.0
      =================================================================================================
      ",1.6666666666666663,0.32,-0.6666666666666667,12,0.1388888888888888,-0.0555555555555555,0.0,2.4545454545454546
5,15a0be73-0d95-4adb-9231-b3e0e0a687b3,Brand NEW SanDisk ULTRA MicroSDXC 200GB,"I have a brand new unopened microSD card. Great for Android users, Nintendo Switch, 3DS and GoPro cameras, and beyond.",electronics,75.0,69.0,75.0,Accepted,10.0,"	Buyer: Hi, I'm interested in buying the Brand NEW SanDisk ULTRA MicroSDXC 200GB.
	Seller: It's a great product, perfect for Android users, Nintendo Switch, 3DS and GoPro cameras, and beyond. I have a brand new unopened microSD card.
	Buyer: What's the original price you're looking for?
	Seller: I was thinking of getting it for $12, considering it's in excellent condition and has a lot of uses.
	Buyer: $10.
	Seller: I can do $11, it's a bit closer to what I was thinking, but still a great deal for this item.
	Buyer: I can go up to $9.50.
	Seller: I can do $10.50, it's a bit closer to my target price and I think it's a fair deal for this item.
	Buyer: I can go up to $10.
	Seller: Agreed. $10 works for me.
","[-1.0, -1.0, -1.0, 12.0, 10.0, 11.0, 9.5, 10.5, 10.0, 10.0]","['intro', 'inform', 'inquire', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Brand NEW SanDisk ULTRA MicroSDXC 200GB>
      =================================================================================================
      	Buyer: Hi, I'm interested in buying the Brand NEW SanDisk ULTRA MicroSDXC 200GB.
	Seller: It's a great product, perfect for Android users, Nintendo Switch, 3DS and GoPro cameras, and beyond. I have a brand new unopened microSD card.
	Buyer: What's the original price you're looking for?
	Seller: I was thinking of getting it for $12, considering it's in excellent condition and has a lot of uses.
	Buyer: $10.
	Seller: I can do $11, it's a bit closer to what I was thinking, but still a great deal for this item.
	Buyer: I can go up to $9.50.
	Seller: I can do $10.50, it's a bit closer to my target price and I think it's a fair deal for this item.
	Buyer: I can go up to $10.
	Seller: Agreed. $10 works for me.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 10.0
      =================================================================================================
      ",20.666666666666668,0.8666666666666667,-19.666666666666668,10,2.066666666666667,-1.9666666666666668,0.1,0.8571428571428571
6,69a2d2b0-e339-45bc-8e00-9ff69db0d124,Bose Soundlink 3 brand new,"Brand new never use, i got it has a gift but i am using sonos system.",electronics,220.0,132.0,220.0,Accepted,13.0,"	Buyer: Hi, I'm interested in buying the Bose Soundlink 3 brand new from you. Can you tell me more about it?
	Seller: The Bose Soundlink 3 is a high-quality, portable Bluetooth speaker that provides clear and balanced sound. It's water-resistant, with a battery life of up to 8 hours, and weighs only 1.5 pounds, making it easy to take on the go. I've had it for a gift, but I'm not using it as much as I thought I would, hence the sale.
	Buyer: Great, I've done some research, and it seems like a good product. Now, I'm interested in discussing the price. What's the lowest price you're willing to accept for the Bose Soundlink 3?
	Seller: I can sell it for $15. What do you think?
	Buyer: I was thinking more along the lines of $12.
	Seller: I understand your perspective, but considering the item's condition and the fact that it's brand new, I think $15 is a fair price.
	Buyer: I can do $13.
	Seller: I can do $14, considering we're close to a mutually acceptable price.
	Buyer: I'd have to say $13 is as high as I'm willing to go.
	Seller: Agreed, $13 works for me.
","[-1.0, -1.0, -1.0, 15.0, 12.0, 15.0, 13.0, 14.0, 13.0, 13.0]","['intro', 'inform', 'inform', 'init-price', 'counter-price', 'offer', 'counter-price', 'offer', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Bose Soundlink 3 brand new>
      =================================================================================================
      	Buyer: Hi, I'm interested in buying the Bose Soundlink 3 brand new from you. Can you tell me more about it?
	Seller: The Bose Soundlink 3 is a high-quality, portable Bluetooth speaker that provides clear and balanced sound. It's water-resistant, with a battery life of up to 8 hours, and weighs only 1.5 pounds, making it easy to take on the go. I've had it for a gift, but I'm not using it as much as I thought I would, hence the sale.
	Buyer: Great, I've done some research, and it seems like a good product. Now, I'm interested in discussing the price. What's the lowest price you're willing to accept for the Bose Soundlink 3?
	Seller: I can sell it for $15. What do you think?
	Buyer: I was thinking more along the lines of $12.
	Seller: I understand your perspective, but considering the item's condition and the fact that it's brand new, I think $15 is a fair price.
	Buyer: I can do $13.
	Seller: I can do $14, considering we're close to a mutually acceptable price.
	Buyer: I'd have to say $13 is as high as I'm willing to go.
	Seller: Agreed, $13 works for me.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 13.0
      =================================================================================================
      ",3.704545454545454,0.9409090909090908,-2.7045454545454546,10,0.3704545454545454,-0.2704545454545454,0.0,1.4285714285714286
7,ff3d27d6-5a0d-4908-9df4-ecf8b2b279aa,Apple iPhone 5S 16gb Space Gray,"Apple iPhone 5S 16gb Space Gray,Like New Condition (no scratches anywhere),Will be reset to factory specs before sale",phone,160.0,121.0,160.0,Accepted,138.0,"	Buyer: Hi, I'm interested in buying the Apple iPhone 5S 16gb Space Gray you have listed. Can you tell me more about it?
	Seller: This iPhone 5S is in excellent condition, with no scratches or damage. It's a 16gb model, and I've included the original charger and cables in the listing. The device will be reset to factory specs before sale, so you can start fresh with a new SIM card and all the latest features.
	Buyer: You mentioned it's in excellent condition, so can you tell me if it's been used at all?
	Seller: It's been used, but only by me. I've carefully maintained it, and its condition is excellent. The device has been stored in a protective case when not in use, and I've made sure to keep it clean.
	Buyer: What's the current price for the iPhone 5S?
	Seller: The current price is $160.00, which I think is a fair price considering its excellent condition and the included accessories.
	Buyer: My target price is $121.
	Seller: I can do $150 for you, and that's the lowest I can go.
	Buyer: I can do $135.
	Seller: I can do $145 for you.
	Buyer: I think I can go up to $140.
	Seller: I can do $142 for you, which is my final offer.
	Buyer: I can do $138.
	Seller: Agreed, $138 it is then.
","[-1.0, -1.0, -1.0, -1.0, -1.0, 160.0, 121.0, 150.0, 135.0, 145.0, 140.0, 142.0, 138.0, 138.0]","['intro', 'inform', 'inquire', 'inform', 'inquire', 'offer', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'offer', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Apple iPhone 5S 16gb Space Gray>
      =================================================================================================
      	Buyer: Hi, I'm interested in buying the Apple iPhone 5S 16gb Space Gray you have listed. Can you tell me more about it?
	Seller: This iPhone 5S is in excellent condition, with no scratches or damage. It's a 16gb model, and I've included the original charger and cables in the listing. The device will be reset to factory specs before sale, so you can start fresh with a new SIM card and all the latest features.
	Buyer: You mentioned it's in excellent condition, so can you tell me if it's been used at all?
	Seller: It's been used, but only by me. I've carefully maintained it, and its condition is excellent. The device has been stored in a protective case when not in use, and I've made sure to keep it clean.
	Buyer: What's the current price for the iPhone 5S?
	Seller: The current price is $160.00, which I think is a fair price considering its excellent condition and the included accessories.
	Buyer: My target price is $121.
	Seller: I can do $150 for you, and that's the lowest I can go.
	Buyer: I can do $135.
	Seller: I can do $145 for you.
	Buyer: I think I can go up to $140.
	Seller: I can do $142 for you, which is my final offer.
	Buyer: I can do $138.
	Seller: Agreed, $138 it is then.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 138.0
      =================================================================================================
      ",0.1282051282051282,0.1375,0.8717948717948718,14,0.0091575091575091,0.0622710622710622,0.1428571428571428,11.555555555555555
8,8d7a36d0-3926-4ef7-be9d-b1dbee2b2d15,Steel Frame Colnago,Rare and classic 62cm Steel Frame Colnago!! It's made and designed for the tall/ large man. Campanella components. Saddle is on my Cannondale. It was turned up about 25 miles of riding ago.,bike,600.0,456.0,600.0,Accepted,12.5,"	Buyer: Hi, I'm interested in the Colnago bike you have for sale. Can we discuss the price?
	Seller: The Colnago is a rare find, and I'm thinking more along the lines of $15.
	Buyer: I'd be willing to meet you at $12.
	Seller: I can do $14, but that's as low as I can go.
	Buyer: I'd rather pay $11.
	Seller: I can do $13.
	Buyer: I can go to $12.
	Seller: I can do $12.5, but I'll throw in some free accessories to sweeten the deal.
	Buyer: Sounds like a deal, I'll take the Colnago for $12.5.
","[-1.0, 15.0, 12.0, 14.0, 11.0, 13.0, 12.0, 12.5, 12.5]","['intro', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Steel Frame Colnago>
      =================================================================================================
      	Buyer: Hi, I'm interested in the Colnago bike you have for sale. Can we discuss the price?
	Seller: The Colnago is a rare find, and I'm thinking more along the lines of $15.
	Buyer: I'd be willing to meet you at $12.
	Seller: I can do $14, but that's as low as I can go.
	Buyer: I'd rather pay $11.
	Seller: I can do $13.
	Buyer: I can go to $12.
	Seller: I can do $12.5, but I'll throw in some free accessories to sweeten the deal.
	Buyer: Sounds like a deal, I'll take the Colnago for $12.5.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 12.5
      =================================================================================================
      ",7.159722222222221,0.9791666666666666,-6.159722222222222,9,0.7955246913580246,-0.6844135802469136,0.0,1.4375
9,28281abc-4e98-4748-bab4-1e095d8d68bf,Beautiful 1 Bedroom Home with Balcony Available Mid June!,"Essex Property Trust,EMME Apartment Homes,6350 Christie Ave, Emeryville, CA 94608,We will have a 1 bedroom 1 bath 643 sq ft apartment #130 available on June 10th! Your beautiful new kitchen will have Cesar stone countertops, dark cherry wood on the cabinets and stainless steel appliances!,All of emme apartments come with a full size front load washer & dryer! Emme offers amenities such as our 24 hour gym, courtyard, clubhouse and our beautiful roof top deck, a must see with a great view of San Francisco! Living at emme makes life a bit easier with having everything you need right around the corner, from grocery stores to retail! Not to mention, transportation!,Emeryville provides us a free shuttle that picks you up right in front of the community and takes you straight to bart!,Schedule your appointment today!!,Stop by our 2 bedroom home OPEN HOUSE this Saturday, May 20th from 10:00 AM - 12:00 PM!",housing,2834.0,1700.0,2834.0,Accepted,2370.0,"	Buyer: Hi, I'm interested in the 1 bedroom home on Christie Ave. Can you tell me more about it?
	Seller: The 1 bedroom home on Christie Ave is a beautiful apartment with a full-size front-load washer and dryer, a 24-hour gym, and access to a rooftop deck with a great view of San Francisco. The apartment features a new kitchen with Caesar stone countertops, dark cherry wood cabinets, and stainless steel appliances.
	Buyer: Sounds great, I love the amenities. However, I'm on a tight budget, so I was thinking of a price around $1700.
	Seller: I can do $2800, considering the apartment's amenities and location.
	Buyer: That's a bit high for me, can we talk about lowering it to $2400?
	Seller: I can go down to $2600, but that's as low as I can afford to go without losing money on the deal.
	Buyer: I can only afford $2300.
	Seller: I can do $2550, which is the lowest I can comfortably sell it for without losing too much money.
	Buyer: I can do $2370.
	Seller: I think we've reached a good compromise. $2370 is a fair price considering the apartment's amenities and location.
","[-1.0, -1.0, -1.0, 2800.0, -1.0, 2600.0, 2300.0, 2550.0, 2370.0, 2370.0]","['intro', 'inform', 'inform', 'counter-price', 'disagree', 'counter-price', 'offer', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Beautiful 1 Bedroom Home with Balcony Available Mid June!>
      =================================================================================================
      	Buyer: Hi, I'm interested in the 1 bedroom home on Christie Ave. Can you tell me more about it?
	Seller: The 1 bedroom home on Christie Ave is a beautiful apartment with a full-size front-load washer and dryer, a 24-hour gym, and access to a rooftop deck with a great view of San Francisco. The apartment features a new kitchen with Caesar stone countertops, dark cherry wood cabinets, and stainless steel appliances.
	Buyer: Sounds great, I love the amenities. However, I'm on a tight budget, so I was thinking of a price around $1700.
	Seller: I can do $2800, considering the apartment's amenities and location.
	Buyer: That's a bit high for me, can we talk about lowering it to $2400?
	Seller: I can go down to $2600, but that's as low as I can afford to go without losing money on the deal.
	Buyer: I can only afford $2300.
	Seller: I can do $2550, which is the lowest I can comfortably sell it for without losing too much money.
	Buyer: I can do $2370.
	Seller: I think we've reached a good compromise. $2370 is a fair price considering the apartment's amenities and location.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 2370.0
      =================================================================================================
      ",-0.181657848324515,0.1637261820748059,0.818342151675485,10,-0.0181657848324515,0.0818342151675484,0.0,155.0
